feature_id,account_id,transaction_count,successful_transactions,failed_transactions,failed_tx_ratio,total_volume,borrow_count,borrow_volume,repay_count,repay_volume,repayment_ratio,deposit_volume,withdrawal_volume,net_deposit_flow,unique_counterparties,unique_tokens,unique_protocols,active_days,historical_liquidation_count
427,427,5,5,0,0.0,31967.116946,1,7776.818077,1,4634.182999,0.595897,11410.617994,0.0,11410.617994,1,3,3,5,0
428,428,8,8,0,0.0,33123.171301,0,0.0,0,0.0,0.0,9882.015289,8735.025423,1146.989866,5,4,3,8,0
429,429,6,6,0,0.0,34048.223463,3,19328.596765,0,0.0,0.0,0.0,813.984437,-813.984437,2,4,2,6,0
430,430,4,4,0,0.0,21856.982359,1,9663.381987,1,2930.520936,0.30326,3267.53435,5995.545086,-2728.010736,0,3,3,4,0
431,431,4,4,0,0.0,30867.702231,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,3,1,4,0
432,432,8,8,0,0.0,43072.052231,0,0.0,0,0.0,0.0,4748.786316,12675.071671,-7926.285355,5,4,4,8,0
433,433,2,2,0,0.0,2472.802671,1,1848.786535,1,624.016136,0.337527,0.0,0.0,0.0,0,2,2,2,0
434,434,8,8,0,0.0,44070.954425,0,0.0,0,0.0,0.0,11804.127247,8451.210827,3352.91642,5,4,3,8,0
435,435,7,6,1,0.142857,24684.79377,1,5160.523619,4,8556.254694,1.0,0.0,0.0,0.0,2,4,3,7,0
436,436,5,5,0,0.0,25998.547267,0,0.0,0,0.0,0.0,18275.035566,0.0,18275.035566,2,3,4,5,0
437,437,6,6,0,0.0,27076.615078,1,6576.502299,2,5935.271878,0.902497,0.0,9162.489746,-9162.489746,2,4,2,6,0
438,438,6,6,0,0.0,23540.771633,1,5700.672837,0,0.0,0.0,9028.007737,0.0,9028.007737,2,4,2,5,1
439,439,10,10,0,0.0,28965.627875,1,737.653705,5,731.125932,0.991151,9971.194853,0.0,9971.194853,3,5,3,10,0
440,440,9,8,1,0.111111,35541.863119,1,7192.671955,5,7311.028922,1.0,0.0,0.0,0.0,3,4,3,9,0
441,441,6,6,0,0.0,13361.595898,1,6690.025401,5,6671.570497,0.997241,0.0,0.0,0.0,0,3,3,6,0
442,442,8,8,0,0.0,32561.734357,1,8673.413548,5,8124.503966,0.936714,15763.816843,0.0,15763.816843,0,5,4,8,0
443,443,8,8,0,0.0,57820.509355,0,0.0,0,0.0,0.0,0.0,23063.325363,-23063.325363,5,5,2,7,0
444,444,8,7,1,0.125,29019.301149,2,17444.732833,4,9540.073931,0.546874,0.0,0.0,0.0,2,4,3,8,0
445,445,7,6,1,0.142857,20216.387011,0,0.0,0,0.0,0.0,6451.062708,2410.972366,4040.090342,4,3,2,7,0
446,446,4,4,0,0.0,12489.37396,0,0.0,0,0.0,0.0,2825.283034,0.0,2825.283034,3,3,2,4,0
447,447,7,7,0,0.0,27193.99367,1,2045.425664,0,0.0,0.0,1731.881106,12455.402701,-10723.521595,3,4,3,7,0
448,448,9,9,0,0.0,22342.907191,1,6878.664406,7,6876.99448,0.999757,0.0,0.0,0.0,1,4,4,9,0
449,449,11,11,0,0.0,62955.28857,1,9873.449316,1,1197.687865,0.121304,18475.818422,0.0,18475.818422,6,4,4,11,0
450,450,9,8,1,0.111111,41376.570062,1,3276.720796,2,5381.624006,1.0,0.0,1029.533632,-1029.533632,5,5,3,9,0
451,451,2,2,0,0.0,16848.299417,0,0.0,0,0.0,0.0,0.0,8233.698813,-8233.698813,1,1,1,2,0
452,452,6,6,0,0.0,24883.220626,1,4880.174844,3,3715.836719,0.761415,0.0,0.0,0.0,2,4,2,6,0
453,453,3,3,0,0.0,6846.47136,1,1531.059524,1,427.704472,0.279352,0.0,0.0,0.0,1,3,2,3,0
454,454,8,7,1,0.125,7036.251184,1,618.363484,5,638.205982,1.0,5779.681718,0.0,5779.681718,0,4,4,8,0
455,455,11,11,0,0.0,41057.757902,1,1014.840584,3,891.692703,0.878653,0.0,17824.820256,-17824.820256,5,5,3,10,0
456,456,5,5,0,0.0,25901.807716,0,0.0,0,0.0,0.0,2063.804151,17140.288307,-15076.484156,1,3,2,5,0
457,457,7,7,0,0.0,20884.126993,1,5923.570633,1,5402.008111,0.911951,4296.039031,0.0,4296.039031,3,3,4,7,1
458,458,7,7,0,0.0,24324.274803,1,837.679095,2,298.215429,0.356002,4212.985504,0.0,4212.985504,3,3,4,7,0
459,459,4,4,0,0.0,5397.751536,1,457.307765,2,427.450114,0.93471,0.0,0.0,0.0,1,3,3,4,0
460,460,7,7,0,0.0,12695.690823,1,3232.713781,2,1567.299973,0.484825,1013.830071,0.0,1013.830071,3,5,3,7,0
461,461,4,4,0,0.0,28486.732538,0,0.0,0,0.0,0.0,0.0,9075.73337,-9075.73337,3,3,2,4,0
462,462,5,5,0,0.0,23956.350684,0,0.0,0,0.0,0.0,814.712655,9280.797228,-8466.084573,2,4,2,4,0
463,463,6,6,0,0.0,23909.581743,1,6337.361501,1,2968.480382,0.46841,2333.317849,0.0,2333.317849,3,4,3,6,0
464,464,5,5,0,0.0,21171.596011,3,12853.996498,0,0.0,0.0,7621.892803,0.0,7621.892803,1,3,4,5,0
465,465,7,7,0,0.0,32573.913644,0,0.0,0,0.0,0.0,10692.961348,7993.065332,2699.896016,3,4,3,7,0
466,466,9,8,1,0.111111,53987.707565,0,0.0,0,0.0,0.0,2411.515454,18081.816215,-15670.300761,5,5,4,9,0
467,467,2,2,0,0.0,11175.103097,0,0.0,0,0.0,0.0,0.0,9287.206877,-9287.206877,1,2,1,2,0
468,468,12,12,0,0.0,53420.217924,1,7006.575492,3,6749.068843,0.963248,0.0,8920.447322,-8920.447322,7,5,4,12,0
469,469,4,3,1,0.25,11872.615937,2,8154.430279,1,2383.011587,0.292235,0.0,1335.174071,-1335.174071,0,2,3,4,0
470,470,4,4,0,0.0,17063.045064,1,3533.723396,1,2697.71338,0.76342,0.0,0.0,0.0,2,4,3,4,0
471,471,5,4,1,0.2,15239.383412,1,4170.188058,0,0.0,0.0,4714.530037,3821.833731,892.696306,1,4,4,5,0
472,472,13,12,1,0.076923,38510.760761,3,15188.057086,7,5507.742804,0.362636,1989.384062,0.0,1989.384062,1,5,4,13,1
473,473,5,4,1,0.2,17240.931418,0,0.0,0,0.0,0.0,7969.568033,1920.78081,6048.787223,3,4,3,4,0
474,474,8,8,0,0.0,45187.338685,1,7402.521114,0,0.0,0.0,6981.264566,1596.116146,5385.14842,4,5,4,8,0
475,475,2,2,0,0.0,1413.825951,1,1263.002541,1,150.82341,0.119417,0.0,0.0,0.0,0,2,1,2,0
476,476,4,4,0,0.0,20324.443247,1,3839.951301,0,0.0,0.0,8119.610468,8364.881478,-245.27101,0,3,4,4,0
477,477,6,5,1,0.166667,25260.287435,1,6774.277135,3,8287.316978,1.0,0.0,5557.09098,-5557.09098,1,4,3,6,0
478,478,8,8,0,0.0,22368.202909,2,4657.64416,3,2511.416646,0.539203,7402.065036,0.0,7402.065036,2,4,3,7,0
479,479,5,5,0,0.0,27117.452259,3,18571.945409,0,0.0,0.0,5628.269956,0.0,5628.269956,1,2,3,5,0
480,480,9,9,0,0.0,53393.72252,0,0.0,0,0.0,0.0,9531.318652,7685.658928,1845.659724,6,4,4,9,0
481,481,10,9,1,0.1,23014.26239,1,9158.553813,7,9480.346256,1.0,1433.245634,0.0,1433.245634,1,4,4,10,0
482,482,5,5,0,0.0,29248.003562,0,0.0,0,0.0,0.0,108.014431,0.0,108.014431,4,3,2,5,0
483,483,4,4,0,0.0,26130.040735,1,9817.41781,1,5829.794068,0.593822,0.0,907.385919,-907.385919,1,3,3,4,0
484,484,5,4,1,0.2,8959.573729,1,2556.912353,3,2474.264718,0.967677,0.0,0.0,0.0,1,2,3,5,0
485,485,10,10,0,0.0,38530.327573,1,6202.571257,3,4626.270459,0.745863,337.393374,0.0,337.393374,5,5,2,10,0
486,486,9,8,1,0.111111,50715.199779,5,27566.234493,1,1110.573604,0.040287,0.0,0.0,0.0,1,5,4,9,2
487,487,10,9,1,0.1,23058.353982,1,4541.643042,6,4660.161707,1.0,9132.356742,0.0,9132.356742,2,5,4,10,0
488,488,2,2,0,0.0,2004.258628,1,1143.774912,1,860.483716,0.752319,0.0,0.0,0.0,0,2,2,2,0
489,489,15,15,0,0.0,74435.578249,1,8717.234845,3,8693.630582,0.997292,18617.465227,8587.944057,10029.52117,6,5,4,14,1
490,490,11,10,1,0.090909,4853.19849,1,2426.598379,10,2426.600111,1.0,0.0,0.0,0.0,0,4,4,10,0
491,491,6,6,0,0.0,34657.606518,0,0.0,0,0.0,0.0,14887.669662,4097.578763,10790.090899,3,4,2,6,0
492,492,6,6,0,0.0,22517.718419,3,14446.610072,0,0.0,0.0,0.0,259.125994,-259.125994,1,3,3,6,1
493,493,5,5,0,0.0,23202.118939,0,0.0,0,0.0,0.0,13982.617095,0.0,13982.617095,2,4,2,5,0
494,494,6,6,0,0.0,26034.891824,2,11897.20761,3,9753.585783,0.819821,0.0,0.0,0.0,1,4,3,6,0
495,495,8,8,0,0.0,51017.705638,1,9914.707307,1,9544.046133,0.962615,5306.999646,7902.360416,-2595.36077,2,4,3,7,1
496,496,2,2,0,0.0,12049.579364,0,0.0,0,0.0,0.0,6353.647383,0.0,6353.647383,1,2,2,2,0
497,497,10,10,0,0.0,62061.225144,1,3552.049792,0,0.0,0.0,8243.123056,18580.886902,-10337.763846,6,5,3,10,0
498,498,7,7,0,0.0,27353.21243,3,13729.708111,0,0.0,0.0,0.0,1806.22178,-1806.22178,1,4,4,7,2
499,499,5,4,1,0.2,16230.998501,0,0.0,0,0.0,0.0,5937.535748,6676.985839,-739.450091,2,3,2,5,0
500,500,7,7,0,0.0,14416.613506,1,5008.30048,5,4987.125974,0.995772,0.0,0.0,0.0,1,4,4,7,0
501,501,11,11,0,0.0,65191.803369,4,24771.482185,0,0.0,0.0,8416.734848,0.0,8416.734848,3,4,4,10,2
502,502,8,8,0,0.0,32151.204376,1,926.724498,0,0.0,0.0,1297.278559,14700.243887,-13402.965328,3,5,4,8,0
503,503,5,5,0,0.0,36595.236778,0,0.0,0,0.0,0.0,0.0,4896.294313,-4896.294313,4,4,3,5,0
504,504,6,6,0,0.0,31591.354802,1,3319.198772,1,884.641096,0.266522,9915.981172,7043.606785,2872.374387,2,4,2,6,0
505,505,12,12,0,0.0,57370.440293,1,7381.587647,1,2311.618296,0.31316,6372.967284,26805.654145,-20432.686861,3,5,3,11,0
506,506,11,10,1,0.090909,15893.748711,3,10602.08555,7,4371.165601,0.412293,0.0,0.0,0.0,1,5,4,10,0
507,507,6,6,0,0.0,26468.045131,1,8982.559155,0,0.0,0.0,10359.887589,5547.490032,4812.397557,1,4,3,6,0
508,508,9,9,0,0.0,24409.275901,0,0.0,0,0.0,0.0,1908.38989,1737.865559,170.524331,6,4,3,8,0
509,509,5,5,0,0.0,13282.059594,2,8576.518363,3,4705.541231,0.548654,0.0,0.0,0.0,0,3,3,5,0
510,510,2,2,0,0.0,16319.874117,0,0.0,0,0.0,0.0,0.0,16319.874117,-16319.874117,0,2,2,2,0
511,511,12,11,1,0.083333,15947.367677,2,4698.680842,8,1279.8601,0.272387,1412.154671,0.0,1412.154671,1,5,4,11,0
512,512,7,7,0,0.0,21272.249568,1,9835.713805,3,9091.360762,0.924321,0.0,493.680463,-493.680463,2,4,4,7,0
513,513,5,4,1,0.2,29252.105101,2,12547.060747,0,0.0,0.0,0.0,3074.500048,-3074.500048,0,2,3,5,2
514,514,8,8,0,0.0,24743.070428,3,8481.973384,1,1544.724528,0.182119,7791.055781,0.0,7791.055781,1,5,4,8,2
515,515,8,8,0,0.0,22071.901269,1,1490.401768,1,398.284326,0.267233,0.0,0.0,0.0,6,5,3,8,0
516,516,3,3,0,0.0,13918.507132,1,243.891959,0,0.0,0.0,6513.18993,0.0,6513.18993,1,2,1,3,0
517,517,6,6,0,0.0,31145.073292,0,0.0,0,0.0,0.0,6649.188436,4136.441769,2512.746667,4,3,3,6,0
518,518,7,7,0,0.0,29171.672593,1,2671.588934,2,2339.251691,0.875603,8476.839393,0.0,8476.839393,2,3,3,7,1
519,519,6,6,0,0.0,32643.203106,0,0.0,0,0.0,0.0,13367.679852,0.0,13367.679852,2,3,3,6,0
520,520,3,3,0,0.0,6375.983404,0,0.0,0,0.0,0.0,0.0,6045.817217,-6045.817217,1,3,1,3,0
521,521,5,4,1,0.2,30352.552255,1,9633.611897,1,4653.142096,0.483011,0.0,0.0,0.0,3,4,3,5,0
522,522,7,7,0,0.0,34933.246355,0,0.0,0,0.0,0.0,9942.662266,9521.483523,421.178743,4,4,3,7,0
523,523,6,6,0,0.0,29926.413592,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,4,1,6,0
524,524,11,11,0,0.0,21083.053257,1,8312.913208,8,8296.092174,0.997977,0.0,0.0,0.0,2,5,4,11,0
525,525,11,10,1,0.090909,54116.259712,0,0.0,0,0.0,0.0,20609.279808,0.0,20609.279808,6,4,3,11,0
526,526,4,4,0,0.0,16265.114726,0,0.0,0,0.0,0.0,0.0,8217.142941,-8217.142941,3,3,3,4,0
527,527,5,5,0,0.0,32256.787496,0,0.0,0,0.0,0.0,0.0,2795.752869,-2795.752869,4,4,3,5,0
528,528,8,8,0,0.0,44499.247379,0,0.0,0,0.0,0.0,9753.784963,9547.008579,206.776384,5,5,4,8,0
529,529,5,5,0,0.0,30403.047558,1,9649.086117,1,3174.964283,0.329043,0.0,0.0,0.0,3,3,3,5,0
530,530,6,6,0,0.0,20659.174934,1,1163.281329,2,1028.71099,0.884318,12511.383289,0.0,12511.383289,1,5,3,6,0
531,531,5,5,0,0.0,21528.668365,1,5502.33602,2,4250.175359,0.772431,5076.007596,0.0,5076.007596,1,2,3,5,0
532,532,5,5,0,0.0,23815.994896,0,0.0,0,0.0,0.0,0.0,16158.526177,-16158.526177,2,4,4,5,0
533,533,9,9,0,0.0,58579.95365,1,4841.137671,0,0.0,0.0,7571.547263,17016.187356,-9444.640093,5,5,4,9,0
534,534,7,6,1,0.142857,30024.438325,0,0.0,0,0.0,0.0,0.0,3631.370937,-3631.370937,5,4,2,7,0
535,535,5,5,0,0.0,22583.094749,1,6851.749887,2,6424.926841,0.937706,0.0,1369.837578,-1369.837578,1,3,2,4,0
536,536,6,6,0,0.0,27390.979212,1,6418.13368,1,2442.396264,0.380546,4873.37973,0.0,4873.37973,3,3,2,6,0
537,537,7,7,0,0.0,38402.411899,0,0.0,0,0.0,0.0,7705.946756,4393.763547,3312.183209,5,4,4,7,0
538,538,9,9,0,0.0,31174.804913,1,6883.953636,2,5713.183938,0.829928,10332.057847,1459.126558,8872.931289,2,4,4,9,1
539,539,12,12,0,0.0,55813.472416,0,0.0,0,0.0,0.0,4744.34633,4037.181694,707.164636,9,5,4,11,0
540,540,4,4,0,0.0,9968.252626,1,262.519991,1,221.536534,0.843884,0.0,1481.578594,-1481.578594,1,3,3,4,0
541,541,2,2,0,0.0,7418.964968,2,7418.964968,0,0.0,0.0,0.0,0.0,0.0,0,1,2,2,0
542,542,9,9,0,0.0,30592.822845,1,2414.099827,5,2413.330214,0.999681,8889.039048,0.0,8889.039048,2,5,4,9,0
543,543,3,3,0,0.0,19815.883252,1,8308.174805,1,7367.748354,0.886807,0.0,0.0,0.0,1,2,1,3,0
544,544,8,8,0,0.0,47786.301438,0,0.0,0,0.0,0.0,6997.712686,803.214244,6194.498442,6,4,4,8,0
545,545,8,8,0,0.0,33843.644911,1,9339.475344,4,9339.464817,0.999999,0.0,7100.492765,-7100.492765,1,4,4,8,0
546,546,7,7,0,0.0,40346.197872,1,6204.725172,2,5247.674714,0.845755,22115.470694,0.0,22115.470694,1,5,3,7,0
547,547,9,9,0,0.0,46429.921109,3,16734.966832,1,1220.241175,0.072916,0.0,8375.81172,-8375.81172,3,4,4,8,1
548,548,5,5,0,0.0,18661.560063,0,0.0,0,0.0,0.0,0.0,2841.236577,-2841.236577,4,4,4,5,0
549,549,4,4,0,0.0,21245.088106,0,0.0,0,0.0,0.0,6595.984378,5377.135594,1218.848784,2,3,2,4,0
550,550,5,5,0,0.0,24947.744954,0,0.0,0,0.0,0.0,9902.241743,8071.187827,1831.053916,2,4,3,5,0
551,551,4,4,0,0.0,11988.320664,2,5608.330834,1,855.991656,0.152629,0.0,5523.998174,-5523.998174,0,3,2,4,0
552,552,7,7,0,0.0,33634.465681,1,8831.667862,1,2136.570351,0.241922,3379.44725,11239.837774,-7860.390524,2,3,3,7,0
553,553,5,5,0,0.0,16414.630972,0,0.0,0,0.0,0.0,4933.089074,0.0,4933.089074,4,3,2,5,0
554,554,5,5,0,0.0,19886.147942,1,4408.270701,1,1823.37534,0.413626,0.0,6569.837289,-6569.837289,2,4,4,5,0
555,555,6,6,0,0.0,32099.786506,0,0.0,0,0.0,0.0,8154.815784,0.0,8154.815784,4,5,3,6,0
556,556,5,4,1,0.2,31534.466455,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,4,3,5,0
557,557,6,6,0,0.0,26207.465852,0,0.0,0,0.0,0.0,5770.260265,16278.44243,-10508.182165,2,4,3,6,0
558,558,6,4,2,0.333333,19076.221372,0,0.0,0,0.0,0.0,906.598492,11049.364063,-10142.765571,2,5,3,6,0
559,559,4,4,0,0.0,34185.095396,0,0.0,0,0.0,0.0,16023.457437,9676.421739,6347.035698,1,3,2,4,0
560,560,5,5,0,0.0,31662.045105,0,0.0,0,0.0,0.0,0.0,24059.988192,-24059.988192,1,4,2,4,0
561,561,7,7,0,0.0,25263.333447,1,1643.208658,1,1292.012248,0.786274,8448.75126,3760.192785,4688.558475,2,4,4,7,1
562,562,6,5,1,0.166667,24745.417681,2,10486.409978,2,4718.974488,0.450009,4713.169447,0.0,4713.169447,1,3,4,6,0
563,563,7,7,0,0.0,35305.766614,0,0.0,0,0.0,0.0,4073.704537,193.229885,3880.474652,5,5,3,7,0
564,564,9,9,0,0.0,46953.598625,4,24749.329769,2,10449.250558,0.422203,2318.57309,0.0,2318.57309,1,5,4,9,1
565,565,6,6,0,0.0,36120.574922,0,0.0,0,0.0,0.0,8380.316698,0.0,8380.316698,5,4,2,6,0
566,566,5,5,0,0.0,17213.699649,0,0.0,0,0.0,0.0,4256.382137,2165.889098,2090.493039,2,3,2,5,0
567,567,9,8,1,0.111111,43166.094263,1,1831.076323,0,0.0,0.0,10747.295914,10028.823369,718.472545,4,4,4,7,0
568,568,6,6,0,0.0,9340.279178,1,2712.047221,4,2711.34009,0.999739,3916.891867,0.0,3916.891867,0,4,2,6,0
569,569,4,4,0,0.0,12379.986464,1,3122.803479,1,1063.302457,0.340496,0.0,0.0,0.0,2,3,2,4,0
570,570,5,5,0,0.0,9019.243619,1,2287.389333,2,1295.990446,0.566581,0.0,0.0,0.0,2,4,3,5,0
571,571,3,3,0,0.0,10843.469561,1,2477.066647,1,693.358732,0.279911,0.0,0.0,0.0,1,3,2,3,0
572,572,9,9,0,0.0,16990.576834,1,3529.026516,6,3528.606144,0.999881,818.438514,0.0,818.438514,1,4,3,9,0
573,573,5,5,0,0.0,17020.855441,0,0.0,0,0.0,0.0,2581.542613,0.0,2581.542613,4,3,2,5,0
574,574,5,5,0,0.0,35860.025034,2,14665.981747,1,6236.461976,0.425233,0.0,0.0,0.0,1,2,3,5,1
575,575,11,10,1,0.090909,31747.692287,1,4597.995519,4,4500.397321,0.978774,8672.227918,0.0,8672.227918,3,4,4,11,1
576,576,8,7,1,0.125,24214.238225,2,4649.130255,4,7323.506091,1.0,0.0,6562.054042,-6562.054042,1,4,3,8,0
577,577,5,5,0,0.0,12397.997352,1,4380.007177,3,4123.180089,0.941364,3894.810086,0.0,3894.810086,0,3,4,5,0
578,578,5,5,0,0.0,25169.782991,0,0.0,0,0.0,0.0,5330.578021,3353.963436,1976.614585,3,2,2,5,0
579,579,6,6,0,0.0,20378.730187,1,5364.448128,3,5293.581397,0.98679,9286.074003,0.0,9286.074003,1,3,2,6,0
580,580,4,4,0,0.0,15435.269791,2,8617.081855,1,3308.319957,0.383926,0.0,3509.867979,-3509.867979,0,2,3,3,0
581,581,6,6,0,0.0,34183.877034,1,5179.620547,0,0.0,0.0,0.0,18539.784388,-18539.784388,2,4,2,6,0
582,582,9,9,0,0.0,1434.846265,1,717.76256,8,717.083705,0.999054,0.0,0.0,0.0,0,5,4,9,0
583,583,5,5,0,0.0,14039.533269,0,0.0,0,0.0,0.0,3063.729535,1896.299845,1167.42969,2,4,3,5,0
584,584,5,5,0,0.0,25291.337825,1,9271.915019,1,1556.268891,0.167848,0.0,0.0,0.0,3,4,3,4,0
585,585,8,8,0,0.0,45025.926623,0,0.0,0,0.0,0.0,8422.714335,22370.010634,-13947.296299,3,5,4,7,0
586,586,6,6,0,0.0,14280.24295,1,7166.304648,5,7113.938302,0.992693,0.0,0.0,0.0,0,4,3,6,0
587,587,3,3,0,0.0,14995.921392,0,0.0,0,0.0,0.0,5035.200862,0.0,5035.200862,1,2,3,3,0
588,588,8,7,1,0.125,34111.951752,2,6477.025979,2,4131.809496,0.637918,7673.481698,6753.961447,919.520251,1,3,3,8,1
589,589,10,9,1,0.1,32681.170958,2,13511.573822,5,9707.834479,0.718483,0.0,254.769173,-254.769173,2,5,4,10,0
590,590,6,6,0,0.0,27934.162635,0,0.0,0,0.0,0.0,0.0,7553.450485,-7553.450485,4,3,2,6,0
591,591,6,6,0,0.0,24262.748848,1,4655.199481,0,0.0,0.0,0.0,3762.013597,-3762.013597,3,3,3,6,1
592,592,11,11,0,0.0,20579.376501,1,1720.88573,5,1717.35351,0.997947,4144.179351,0.0,4144.179351,3,5,4,11,0
593,593,6,6,0,0.0,24553.93805,1,6601.140531,1,4101.071229,0.621267,4550.595533,9301.130757,-4750.535224,0,3,4,5,0
594,594,9,9,0,0.0,12691.870208,1,3066.552041,3,3021.882896,0.985433,0.0,3324.934529,-3324.934529,2,3,4,9,1
595,595,7,7,0,0.0,44214.675959,0,0.0,0,0.0,0.0,13246.311493,9188.100705,4058.210788,3,4,3,7,0
596,596,9,9,0,0.0,42774.901346,0,0.0,0,0.0,0.0,17173.533092,9482.650214,7690.882878,4,4,2,9,0
597,597,4,4,0,0.0,27677.431606,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,2,4,0
598,598,4,4,0,0.0,12730.154964,0,0.0,0,0.0,0.0,3093.657401,0.0,3093.657401,3,4,2,4,0
599,599,7,6,1,0.142857,43274.087869,2,16620.093153,0,0.0,0.0,2786.828225,0.0,2786.828225,4,4,2,7,0
600,600,7,7,0,0.0,27726.807203,1,9535.577681,4,9356.321921,0.981201,0.0,0.0,0.0,2,4,3,7,0
601,601,3,2,1,0.333333,9231.721103,1,3323.068457,0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,0
602,602,8,8,0,0.0,36427.387469,0,0.0,0,0.0,0.0,491.759905,3697.118566,-3205.358661,6,5,2,8,0
603,603,8,8,0,0.0,9482.927915,1,4745.308867,7,4737.619048,0.998379,0.0,0.0,0.0,0,5,4,8,0
604,604,6,6,0,0.0,34105.708384,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,5,2,6,0
605,605,9,9,0,0.0,54007.414882,0,0.0,0,0.0,0.0,4876.947184,8921.180607,-4044.233423,6,5,4,9,0
606,606,7,6,1,0.142857,26534.774192,1,6668.774739,3,3129.002584,0.469202,0.0,3031.844073,-3031.844073,2,5,4,7,0
607,607,3,3,0,0.0,10121.779504,0,0.0,0,0.0,0.0,1723.190133,0.0,1723.190133,2,2,1,3,0
608,608,6,6,0,0.0,41226.526576,0,0.0,0,0.0,0.0,8416.520429,0.0,8416.520429,5,3,3,6,0
609,609,6,6,0,0.0,24789.399258,2,11826.735616,1,4079.285488,0.344921,0.0,0.0,0.0,3,3,3,6,0
610,610,1,1,0,0.0,2333.965218,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0
611,611,6,6,0,0.0,39128.480627,1,7484.043893,1,3228.196741,0.431344,16067.744572,0.0,16067.744572,1,4,1,6,1
612,612,8,8,0,0.0,44607.394002,0,0.0,0,0.0,0.0,1834.583871,2930.218335,-1095.634464,6,4,4,8,0
613,613,5,5,0,0.0,20306.028262,1,3055.525927,2,3045.688032,0.99678,8697.104116,0.0,8697.104116,1,4,3,5,0
614,614,6,6,0,0.0,31596.448304,0,0.0,0,0.0,0.0,9921.36402,2526.882131,7394.481889,3,3,2,6,0
615,615,5,5,0,0.0,10937.254578,1,5469.464667,4,5467.789911,0.999694,0.0,0.0,0.0,0,3,4,5,0
616,616,4,4,0,0.0,19296.654462,0,0.0,0,0.0,0.0,7673.377107,6497.576067,1175.80104,2,3,2,4,0
617,617,7,7,0,0.0,32854.449,3,14092.17239,1,5676.471521,0.40281,1176.139129,0.0,1176.139129,2,5,3,7,0
618,618,4,4,0,0.0,12768.491846,0,0.0,0,0.0,0.0,6583.795048,1550.288264,5033.506784,2,3,3,4,0
619,619,7,7,0,0.0,30202.699286,0,0.0,0,0.0,0.0,3838.515424,1876.079301,1962.436123,5,4,1,6,0
620,620,7,7,0,0.0,38335.728927,0,0.0,0,0.0,0.0,10540.24974,0.0,10540.24974,5,4,3,7,0
621,621,10,9,1,0.1,29898.330328,2,10518.445168,3,2056.041018,0.19547,6476.234839,4539.762453,1936.472386,3,5,3,10,0
622,622,8,7,1,0.125,49582.008276,0,0.0,0,0.0,0.0,6505.393982,9378.894678,-2873.500696,5,4,3,8,0
623,623,6,6,0,0.0,3247.011847,1,1624.518979,5,1622.492868,0.998753,0.0,0.0,0.0,0,3,3,6,0
624,624,4,4,0,0.0,13543.261772,2,11991.365505,0,0.0,0.0,0.0,0.0,0.0,2,4,1,4,0
625,625,8,8,0,0.0,28512.022191,0,0.0,0,0.0,0.0,6022.666977,0.0,6022.666977,6,4,4,8,0
626,626,5,5,0,0.0,27259.549269,0,0.0,0,0.0,0.0,9404.905795,5735.642891,3669.262904,2,4,3,5,0
627,627,3,3,0,0.0,16031.9772,1,7554.51681,1,2126.081489,0.281432,6351.378901,0.0,6351.378901,0,3,2,3,0
628,628,5,4,1,0.2,32584.334212,1,6594.629246,0,0.0,0.0,0.0,11040.360252,-11040.360252,1,3,3,5,1
629,629,7,7,0,0.0,27664.246502,0,0.0,0,0.0,0.0,1468.450015,429.157077,1039.292938,5,4,3,7,0
630,630,10,10,0,0.0,41448.630464,1,7537.949576,4,7358.169763,0.97615,9268.25582,0.0,9268.25582,3,4,3,8,0
631,631,6,5,1,0.166667,19701.526745,2,3780.027913,1,2800.041659,0.740746,9765.34189,0.0,9765.34189,1,3,4,6,0
632,632,5,5,0,0.0,9854.56611,3,5366.233137,1,3353.863684,0.624994,0.0,0.0,0.0,1,3,3,5,0
633,633,5,5,0,0.0,29153.684496,0,0.0,0,0.0,0.0,0.0,9280.139881,-9280.139881,4,4,2,5,0
634,634,12,10,2,0.166667,57551.841817,5,28765.863699,0,0.0,0.0,12538.670505,1621.540654,10917.129851,2,4,4,11,1
635,635,4,4,0,0.0,11135.471908,0,0.0,0,0.0,0.0,6496.093881,0.0,6496.093881,2,4,2,4,0
636,636,1,1,0,0.0,8722.249979,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0
637,637,1,1,0,0.0,7362.200475,0,0.0,0,0.0,0.0,7362.200475,0.0,7362.200475,0,1,1,1,0
638,638,3,3,0,0.0,13277.511077,0,0.0,0,0.0,0.0,6774.617151,0.0,6774.617151,2,2,1,3,0
639,639,7,7,0,0.0,47666.564349,1,5992.825645,0,0.0,0.0,0.0,8270.382337,-8270.382337,5,5,4,7,0
640,640,4,4,0,0.0,15660.658426,1,3096.833642,1,442.773074,0.142976,0.0,9466.991142,-9466.991142,0,3,2,4,1
