feature_id,account_id,transaction_count,successful_transactions,failed_transactions,failed_tx_ratio,total_volume,borrow_count,borrow_volume,repay_count,repay_volume,repayment_ratio,deposit_volume,withdrawal_volume,net_deposit_flow,unique_counterparties,unique_tokens,unique_protocols,active_days,historical_liquidation_count,borrow_to_repay_ratio,withdrawal_to_deposit_ratio,liquidation_rate,borrow_intensity,transactions_per_active_day,borrow_volume_ratio,repay_to_borrow_ratio,borrow_frequency,repay_frequency,withdrawal_pressure,deposit_retention_ratio,average_transaction_value,average_borrow_value,average_repay_value,future_liquidation_count,future_borrow_count,future_repay_count,future_failed_tx_ratio,risk_label,risk_label_id
493,493,15,13,2,0.133333,79535.249544,6,27266.475042,1,111.456257,0.004088,7952.534212,0.0,7952.534212,3,5,2,14,4,244.638352,0.0,0.666667,0.342823,1.071429,0.342823,0.004088,0.428571,0.071429,0.0,1.0,5302.3499696,4544.412507,111.456257,2.0,3.0,1.0,0.0,HIGH,2
494,494,19,19,0,0.0,74521.191563,3,15306.04129,8,12301.938534,0.803731,0.0,1549.730247,-1549.730247,7,5,2,19,0,1.244198,0.0,0.0,0.205392,1.0,0.205392,0.803731,0.157895,0.421053,0.020796,0.0,3922.167977,5102.0137633333,1537.74231675,0.0,0.0,4.0,0.2,HIGH,2
495,495,9,9,0,0.0,42102.675454,1,2495.821356,0,0.0,0.0,0.0,9382.485819,-9382.485819,6,4,3,9,0,0.0,0.0,0.0,0.059279,1.0,0.059279,0.0,0.111111,0.0,0.222848,0.0,4678.0750504444,2495.821356,0.0,0.0,0.0,6.0,0.0,LOW,0
496,496,11,11,0,0.0,30577.662132,1,9636.278615,5,9613.547934,0.997641,0.0,2388.745095,-2388.745095,4,5,3,8,0,1.002364,0.0,0.0,0.315141,1.375,0.315141,0.997641,0.125,0.625,0.078121,0.0,2779.7874665455,9636.278615,1922.7095868,0.0,0.0,9.0,0.0,LOW,0
497,497,19,19,0,0.0,80369.758321,0,0.0,0,0.0,0.0,21000.983064,9653.367405,11347.615659,11,5,4,18,0,0.0,0.459663,0.0,0.0,1.055556,0.0,0.0,0.0,0.0,0.120112,0.540337,4229.9872800526,0.0,0.0,0.0,1.0,3.0,0.0,LOW,0
498,498,15,12,3,0.2,60324.872729,6,24802.949718,2,4481.361235,0.180679,0.0,2489.489808,-2489.489808,1,5,4,15,5,5.534691,0.0,0.833333,0.411156,1.0,0.411156,0.180679,0.4,0.133333,0.041268,0.0,4021.6581819333,4133.824953,2240.6806175,4.0,5.0,0.0,0.0,HIGH,2
499,499,14,14,0,0.0,76904.904927,1,9739.062808,1,9242.777275,0.949042,2712.734288,9022.061299,-6309.327011,10,5,1,14,0,1.053694,3.325818,0.0,0.126638,1.0,0.126638,0.949042,0.071429,0.071429,0.117315,-2.325818,5493.2074947857,9739.062808,9242.777275,0.0,0.0,10.0,0.0,LOW,0
501,501,10,8,2,0.2,85535.409211,5,39617.081486,0,0.0,0.0,0.0,14166.102871,-14166.102871,0,5,2,10,3,0.0,0.0,0.6,0.463166,1.0,0.463166,0.0,0.5,0.0,0.165617,0.0,8553.5409211,7923.4162972,0.0,2.0,2.0,0.0,0.16666666666666666,HIGH,2
502,502,14,13,1,0.071429,54000.80124,1,5732.02257,5,5731.207931,0.999858,7459.335615,1013.298436,6446.037179,6,5,3,14,0,1.000142,0.135843,0.0,0.106147,1.0,0.106147,0.999858,0.071429,0.357143,0.018765,0.864157,3857.2000885714,5732.02257,1146.2415862,0.0,0.0,2.0,0.0,LOW,0
503,503,13,13,0,0.0,85604.37583,0,0.0,0,0.0,0.0,13158.124262,12896.627834,261.496428,9,4,2,12,0,0.0,0.980127,0.0,0.0,1.083333,0.0,0.0,0.0,0.0,0.150654,0.019873,6584.9519869231,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
504,504,14,14,0,0.0,51340.004154,1,9099.034959,6,9055.898469,0.995259,15440.686026,524.063044,14916.622982,3,5,3,14,1,1.004763,0.03394,1.0,0.177231,1.0,0.177231,0.995259,0.071429,0.428571,0.010208,0.96606,3667.1431538571,9099.034959,1509.3164115,1.0,2.0,1.0,0.0,MEDIUM,1
505,505,21,21,0,0.0,80163.818394,1,5890.753748,6,5888.702715,0.999652,21532.609889,15466.481228,6066.128661,6,5,2,18,1,1.000348,0.718282,1.0,0.073484,1.166667,0.073484,0.999652,0.055556,0.333333,0.192936,0.281718,3817.3246854286,5890.753748,981.4504525,0.0,0.0,0.0,0.0,LOW,0
506,506,18,18,0,0.0,50835.530665,2,5982.492761,8,4603.885118,0.76956,7149.850159,11447.19928,-4297.349121,4,5,3,15,1,1.299444,1.60104,0.5,0.117683,1.2,0.117683,0.76956,0.133333,0.533333,0.225181,-0.60104,2824.1961480556,2991.2463805,575.48563975,1.0,1.0,3.0,0.0,MEDIUM,1
507,507,10,8,2,0.2,57745.7886,3,19271.655569,1,1292.509374,0.067068,6745.182651,0.0,6745.182651,4,5,3,10,1,14.910264,0.0,0.333333,0.333733,1.0,0.333733,0.067068,0.3,0.1,0.0,1.0,5774.57886,6423.8851896667,1292.509374,1.0,1.0,3.0,0.16666666666666666,MEDIUM,1
508,508,15,15,0,0.0,51656.243839,1,5697.022762,7,5696.944137,0.999986,10915.777612,5161.64916,5754.128452,4,4,2,15,0,1.000014,0.472861,0.0,0.110287,1.0,0.110287,0.999986,0.066667,0.466667,0.099923,0.527139,3443.7495892667,5697.022762,813.8491624286,0.0,0.0,8.0,0.0,LOW,0
509,509,10,10,0,0.0,33249.341396,1,4160.615925,2,3767.576394,0.905533,0.0,7944.96499,-7944.96499,5,2,2,10,1,1.104322,0.0,1.0,0.125134,1.0,0.125134,0.905533,0.1,0.2,0.238951,0.0,3324.9341396,4160.615925,1883.788197,1.0,1.0,2.0,0.16666666666666666,MEDIUM,1
510,510,16,15,1,0.0625,56257.313468,2,8514.503804,4,7864.472096,0.923656,9153.667579,6860.595717,2293.071862,5,5,3,15,1,1.082654,0.749491,0.5,0.151349,1.066667,0.151349,0.923656,0.133333,0.266667,0.12195,0.250509,3516.08209175,4257.251902,1966.118024,0.0,1.0,3.0,0.2,HIGH,2
511,511,15,14,1,0.066667,49190.489582,2,14120.722668,9,14323.932789,1.0,729.268061,8410.078078,-7680.810017,2,5,3,15,0,0.985813,11.532218,0.0,0.287062,1.0,0.287062,1.014391,0.133333,0.6,0.17097,-10.532218,3279.3659721333,7060.361334,1591.5480876667,1.0,0.0,3.0,0.0,MEDIUM,1
512,512,8,8,0,0.0,40041.113072,0,0.0,0,0.0,0.0,5239.019709,2469.637832,2769.381877,6,4,2,8,0,0.0,0.471393,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.061678,0.528607,5005.139134,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
513,513,20,17,3,0.15,126722.915233,9,51342.261265,0,0.0,0.0,8949.610295,3323.340196,5626.270099,3,5,3,19,6,0.0,0.371339,0.666667,0.405154,1.052632,0.405154,0.0,0.473684,0.0,0.026225,0.628661,6336.14576165,5704.6956961111,0.0,1.0,1.0,1.0,0.16666666666666666,MEDIUM,1
514,514,15,14,1,0.066667,72700.580378,7,29331.715528,0,0.0,0.0,0.0,0.0,0.0,3,5,2,14,5,0.0,0.0,0.714286,0.403459,1.071429,0.403459,0.0,0.5,0.0,0.0,0.0,4846.7053585333,4190.2450754286,0.0,2.0,3.0,0.0,0.125,HIGH,2
515,515,17,17,0,0.0,84028.429771,0,0.0,0,0.0,0.0,10600.728211,10046.049274,554.678937,12,5,3,17,0,0.0,0.947675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.119555,0.052325,4942.8488100588,0.0,0.0,0.0,1.0,2.0,0.0,LOW,0
516,516,17,17,0,0.0,41545.281123,2,1957.365717,8,1143.252825,0.584077,6125.004499,21339.036196,-15214.031697,3,5,3,17,0,1.712102,3.483922,0.0,0.047114,1.0,0.047114,0.584077,0.117647,0.470588,0.513633,-2.483922,2443.8400660588,978.6828585,142.906603125,0.0,2.0,5.0,0.0,LOW,0
517,517,13,13,0,0.0,71572.200237,0,0.0,0,0.0,0.0,14809.505693,11641.627921,3167.877772,8,4,4,12,0,0.0,0.786092,0.0,0.0,1.083333,0.0,0.0,0.0,0.0,0.162656,0.213908,5505.5538643846,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
518,518,11,11,0,0.0,34554.680779,4,10263.328189,0,0.0,0.0,0.0,0.0,0.0,5,5,3,9,2,0.0,0.0,0.5,0.297017,1.222222,0.297017,0.0,0.444444,0.0,0.0,0.0,3141.3346162727,2565.83204725,0.0,0.0,1.0,4.0,0.14285714285714285,MEDIUM,1
519,519,11,11,0,0.0,67660.078591,0,0.0,0,0.0,0.0,23133.989363,9826.818957,13307.170406,6,4,2,11,0,0.0,0.424778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.145238,0.575222,6150.9162355455,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
520,520,12,12,0,0.0,47224.273201,2,9194.50328,4,8601.01803,0.935452,9792.511086,13347.082205,-3554.571119,2,5,3,12,0,1.069002,1.362989,0.0,0.194699,1.0,0.194699,0.935452,0.166667,0.333333,0.282632,-0.362989,3935.3561000833,4597.25164,2150.2545075,0.0,0.0,2.0,0.0,LOW,0
521,521,16,15,1,0.0625,54639.784833,2,15026.90672,8,8952.108206,0.595739,6871.503715,1417.817132,5453.686583,4,5,2,16,0,1.678589,0.206333,0.0,0.275018,1.0,0.275018,0.595739,0.125,0.5,0.025948,0.793667,3414.9865520625,7513.45336,1119.01352575,0.0,0.0,5.0,0.0,LOW,0
522,522,10,10,0,0.0,50258.255396,0,0.0,0,0.0,0.0,8470.543746,8666.822171,-196.278425,6,4,4,10,0,0.0,1.023172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.172446,-0.023172,5025.8255396,0.0,0.0,0.0,1.0,2.0,0.0,LOW,0
523,523,22,22,0,0.0,105769.668403,0,0.0,0,0.0,0.0,30799.549991,13395.000768,17404.549223,13,5,4,19,0,0.0,0.434909,0.0,0.0,1.157895,0.0,0.0,0.0,0.0,0.126643,0.565091,4807.7122001364,0.0,0.0,0.0,1.0,0.0,0.0,LOW,0
524,524,16,16,0,0.0,19013.232572,1,1891.099555,13,1891.062106,0.99998,8334.566785,0.0,8334.566785,1,5,2,16,0,1.00002,0.0,0.0,0.099462,1.0,0.099462,0.99998,0.0625,0.8125,0.0,1.0,1188.32703575,1891.099555,145.4663158462,0.0,0.0,3.0,0.0,LOW,0
525,525,17,17,0,0.0,81643.402276,0,0.0,0,0.0,0.0,28447.385403,4354.01869,24093.366713,9,5,3,16,0,0.0,0.153055,0.0,0.0,1.0625,0.0,0.0,0.0,0.0,0.05333,0.846945,4802.5530750588,0.0,0.0,0.0,1.0,2.0,0.0,LOW,0
526,526,12,11,1,0.083333,62452.111403,2,12689.24936,2,4784.901886,0.377083,9413.469877,5646.493549,3766.976328,5,5,2,12,1,2.651935,0.599831,0.5,0.203184,1.0,0.203184,0.377083,0.166667,0.166667,0.090413,0.400169,5204.3426169167,6344.62468,2392.450943,0.0,0.0,7.0,0.0,LOW,0
527,527,22,22,0,0.0,40633.378155,1,6546.790352,14,6546.790327,1.0,5177.523225,2548.485019,2629.038206,5,5,3,20,0,1.0,0.492221,0.0,0.161119,1.1,0.161119,1.0,0.05,0.7,0.062719,0.507779,1846.9717343182,6546.790352,467.6278805,0.0,0.0,4.0,0.0,LOW,0
528,528,20,20,0,0.0,94768.652726,1,3048.753044,1,1442.596286,0.473176,35004.039475,7921.478262,27082.561213,10,5,4,20,0,2.113379,0.226302,0.0,0.03217,1.0,0.03217,0.473176,0.05,0.05,0.083588,0.773698,4738.4326363,3048.753044,1442.596286,0.0,1.0,4.0,0.0,LOW,0
529,529,8,7,1,0.125,19745.450902,1,587.978143,2,443.008468,0.753444,438.837264,2514.209992,-2075.372728,3,2,1,8,0,1.327239,5.729254,0.0,0.029778,1.0,0.029778,0.753444,0.125,0.25,0.127331,-4.729254,2468.18136275,587.978143,221.504234,1.0,0.0,2.0,0.0,MEDIUM,1
530,530,16,15,1,0.0625,64118.051187,2,13304.699869,6,12383.258112,0.930743,0.0,16042.025077,-16042.025077,4,5,2,15,0,1.07441,0.0,0.0,0.207503,1.066667,0.207503,0.930743,0.133333,0.4,0.250195,0.0,4007.3781991875,6652.3499345,2063.876352,0.0,1.0,1.0,0.0,LOW,0
531,531,17,17,0,0.0,43012.898109,1,7237.106389,13,7237.097712,0.999999,19788.452781,0.0,19788.452781,1,5,3,16,0,1.000001,0.0,0.0,0.168254,1.0625,0.168254,0.999999,0.0625,0.8125,0.0,1.0,2530.170477,7237.106389,556.699824,0.0,2.0,6.0,0.0,LOW,0
532,532,18,18,0,0.0,71076.32274,1,7887.483233,7,7887.115705,0.999953,17996.44832,2113.751477,15882.696843,7,5,4,17,0,1.000047,0.117454,0.0,0.110972,1.058824,0.110972,0.999953,0.058824,0.411765,0.029739,0.882546,3948.6845966667,7887.483233,1126.730815,0.0,0.0,5.0,0.0,LOW,0
533,533,14,14,0,0.0,62230.812588,0,0.0,0,0.0,0.0,9691.060508,24234.755294,-14543.694786,8,5,3,14,0,0.0,2.500733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.389433,-1.500733,4445.058042,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
534,534,13,13,0,0.0,76166.721225,0,0.0,0,0.0,0.0,16070.147966,15576.317323,493.830643,7,5,4,13,0,0.0,0.96927,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.204503,0.03073,5858.9785557692,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,MEDIUM,1
535,535,16,16,0,0.0,48956.7442,3,8452.138244,6,8432.637683,0.997693,6040.175313,2084.062767,3956.112546,5,5,4,14,0,1.002313,0.345033,0.0,0.172645,1.142857,0.172645,0.997693,0.214286,0.428571,0.042569,0.654967,3059.7965125,2817.3794146667,1405.4396138333,0.0,1.0,4.0,0.0,LOW,0
536,536,11,11,0,0.0,43961.478923,5,24759.420857,1,3085.789315,0.124631,0.0,9869.565615,-9869.565615,1,5,3,11,2,8.023691,0.0,0.4,0.563207,1.0,0.563207,0.124631,0.454545,0.090909,0.224505,0.0,3996.4980839091,4951.8841714,3085.789315,0.0,1.0,1.0,0.25,HIGH,2
537,537,6,6,0,0.0,23505.231903,0,0.0,0,0.0,0.0,0.0,3927.968032,-3927.968032,5,5,2,6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16711,0.0,3917.5386505,0.0,0.0,0.0,1.0,3.0,0.14285714285714285,MEDIUM,1
538,538,8,8,0,0.0,18227.018235,1,6886.357983,4,6625.349924,0.962098,0.0,0.0,0.0,2,4,2,8,1,1.039395,0.0,1.0,0.37781,1.0,0.37781,0.962098,0.125,0.5,0.0,0.0,2278.377279375,6886.357983,1656.337481,0.0,0.0,0.0,0.0,LOW,0
539,539,14,14,0,0.0,66561.008497,0,0.0,0,0.0,0.0,16298.593701,12445.477859,3853.115842,8,5,2,13,0,0.0,0.763592,0.0,0.0,1.076923,0.0,0.0,0.0,0.0,0.186979,0.236408,4754.3577497857,0.0,0.0,0.0,1.0,2.0,0.0,LOW,0
540,540,9,9,0,0.0,53728.579917,0,0.0,0,0.0,0.0,13956.149762,9847.501805,4108.647957,6,4,1,9,0,0.0,0.705603,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.183282,0.294397,5969.842213,0.0,0.0,0.0,1.0,2.0,0.0,LOW,0
541,541,9,8,1,0.111111,57476.985879,4,24706.493897,0,0.0,0.0,3391.09336,0.0,3391.09336,1,4,2,9,3,0.0,0.0,0.75,0.42985,1.0,0.42985,0.0,0.444444,0.0,0.0,1.0,6386.3317643333,6176.62347425,0.0,1.0,2.0,0.0,0.0,MEDIUM,1
542,542,8,7,1,0.125,29053.774663,1,3812.259838,3,3501.76459,0.918553,3417.693031,9685.02185,-6267.328819,1,5,2,7,0,1.088668,2.833789,0.0,0.131214,1.142857,0.131214,0.918553,0.142857,0.428571,0.333348,-1.833789,3631.721832875,3812.259838,1167.2548633333,0.0,1.0,9.0,0.0,LOW,0
543,543,12,11,1,0.083333,44638.850012,1,2590.824329,3,2588.963489,0.999282,0.0,17518.037902,-17518.037902,3,5,3,9,0,1.000719,0.0,0.0,0.05804,1.333333,0.05804,0.999282,0.111111,0.333333,0.392439,0.0,3719.9041676667,2590.824329,862.9878296667,0.0,0.0,6.0,0.0,LOW,0
544,544,11,11,0,0.0,73813.897694,0,0.0,0,0.0,0.0,4964.931127,25468.316258,-20503.385131,7,5,2,9,0,0.0,5.129641,0.0,0.0,1.222222,0.0,0.0,0.0,0.0,0.345034,-4.129641,6710.3543358182,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
545,545,9,8,1,0.111111,38413.169384,2,13893.348852,1,4331.2442,0.311749,10809.535985,0.0,10809.535985,2,5,3,9,0,3.207704,0.0,0.0,0.361682,1.0,0.361682,0.311749,0.222222,0.111111,0.0,1.0,4268.1299315556,6946.674426,4331.2442,0.0,0.0,5.0,0.0,LOW,0
546,546,14,14,0,0.0,56998.660936,2,14691.992686,7,14691.89097,0.999993,6696.355276,13151.750624,-6455.395348,1,5,4,11,1,1.000007,1.964016,0.5,0.25776,1.272727,0.25776,0.999993,0.181818,0.636364,0.230738,-0.964016,4071.332924,7345.996343,2098.8415671429,1.0,1.0,0.0,0.0,MEDIUM,1
547,547,14,13,1,0.071429,80379.965524,4,21762.857857,1,4078.863996,0.187423,27013.681254,0.0,27013.681254,2,5,2,13,2,5.335519,0.0,0.5,0.27075,1.076923,0.27075,0.187423,0.307692,0.076923,0.0,1.0,5741.4261088571,5440.71446425,4078.863996,2.0,4.0,0.0,0.0,HIGH,2
548,548,16,16,0,0.0,96344.951702,0,0.0,0,0.0,0.0,15578.620645,1646.411747,13932.208898,11,5,3,15,0,0.0,0.105684,0.0,0.0,1.066667,0.0,0.0,0.0,0.0,0.017089,0.894316,6021.559481375,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
549,549,17,17,0,0.0,95958.415751,0,0.0,0,0.0,0.0,39715.11321,23926.441782,15788.671428,7,5,3,16,0,0.0,0.602452,0.0,0.0,1.0625,0.0,0.0,0.0,0.0,0.249342,0.397548,5644.6126912353,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
550,550,22,22,0,0.0,43800.431669,1,179.303323,10,179.302723,0.999997,14218.348968,19010.305794,-4791.956826,4,5,4,20,0,1.000003,1.337026,0.0,0.004094,1.1,0.004094,0.999997,0.05,0.5,0.434021,-0.337026,1990.9287122273,179.303323,17.9302723,0.0,0.0,3.0,0.0,LOW,0
551,551,15,15,0,0.0,49496.793133,3,20942.735654,11,20938.455174,0.999796,7615.602305,0.0,7615.602305,0,5,4,15,0,1.000204,0.0,0.0,0.423113,1.0,0.423113,0.999796,0.2,0.733333,0.0,1.0,3299.7862088667,6980.9118846667,1903.4959249091,0.0,0.0,3.0,0.16666666666666666,MEDIUM,1
552,552,18,18,0,0.0,62851.600592,2,15751.334636,9,15724.805303,0.998316,14946.832074,9196.222372,5750.609702,2,5,3,16,0,1.001687,0.615262,0.0,0.250612,1.125,0.250612,0.998316,0.125,0.5625,0.146316,0.384738,3491.7555884444,7875.667318,1747.2005892222,0.0,0.0,2.0,0.0,LOW,0
553,553,13,12,1,0.076923,42792.63051,2,15352.952319,8,14732.497389,0.959587,6563.512784,0.0,6563.512784,1,5,4,12,1,1.042115,0.0,0.5,0.358776,1.083333,0.358776,0.959587,0.166667,0.666667,0.0,1.0,3291.7408084615,7676.4761595,1841.562173625,1.0,1.0,2.0,0.0,MEDIUM,1
554,554,6,6,0,0.0,36621.604058,1,7288.857986,0,0.0,0.0,8377.698657,0.0,8377.698657,2,4,2,6,1,0.0,0.0,1.0,0.199032,1.0,0.199032,0.0,0.166667,0.0,0.0,1.0,6103.6006763333,7288.857986,0.0,0.0,1.0,5.0,0.0,LOW,0
555,555,14,14,0,0.0,81046.579205,0,0.0,0,0.0,0.0,15989.722566,22715.636533,-6725.913967,8,5,3,13,0,0.0,1.42064,0.0,0.0,1.076923,0.0,0.0,0.0,0.0,0.280279,-0.42064,5789.0413717857,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
556,556,17,16,1,0.058824,78473.673556,0,0.0,0,0.0,0.0,12970.697558,2575.032487,10395.665071,12,5,2,17,0,0.0,0.198527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.032814,0.801473,4616.0984444706,0.0,0.0,0.0,0.0,0.0,0.2,HIGH,2
557,557,14,14,0,0.0,29873.515967,1,992.499989,4,963.626425,0.970908,1589.505598,6482.861805,-4893.356207,5,5,3,13,0,1.029963,4.07854,0.0,0.033223,1.076923,0.033223,0.970908,0.076923,0.307692,0.21701,-3.07854,2133.8225690714,992.499989,240.90660625,0.0,0.0,3.0,0.0,LOW,0
558,558,17,17,0,0.0,25793.75803,2,1442.765771,9,1442.687327,0.999946,3213.90527,5508.756318,-2294.851048,4,5,2,15,0,1.000054,1.714038,0.0,0.055935,1.133333,0.055935,0.999946,0.133333,0.6,0.213569,-0.714038,1517.2798841176,721.3828855,160.2985918889,0.0,0.0,9.0,0.08333333333333333,LOW,0
559,559,8,8,0,0.0,53802.361865,0,0.0,0,0.0,0.0,6754.316595,8949.921388,-2195.604793,6,5,1,8,0,0.0,1.325067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.166348,-0.325067,6725.295233125,0.0,0.0,0.0,1.0,0.0,0.0,LOW,0
560,560,17,17,0,0.0,61648.098628,1,9268.440981,8,9268.043831,0.999957,3724.337416,4956.274524,-1231.937108,5,5,2,15,0,1.000043,1.33078,0.0,0.150344,1.133333,0.150344,0.999957,0.066667,0.533333,0.080396,-0.33078,3626.3587428235,9268.440981,1158.505478875,0.0,0.0,7.0,0.0,LOW,0
561,561,20,19,1,0.05,115246.504848,0,0.0,0,0.0,0.0,20221.548439,20217.554701,3.993738,13,4,4,19,0,0.0,0.999803,0.0,0.0,1.052632,0.0,0.0,0.0,0.0,0.175429,0.000197,5762.3252424,0.0,0.0,0.0,1.0,2.0,0.0,LOW,0
562,562,10,9,1,0.1,35247.124739,4,13810.718136,2,555.030768,0.040188,0.0,0.0,0.0,2,5,3,10,2,24.882797,0.0,0.5,0.391825,1.0,0.391825,0.040188,0.4,0.2,0.0,0.0,3524.7124739,3452.679534,277.515384,1.0,1.0,0.0,0.0,MEDIUM,1
563,563,10,10,0,0.0,40458.525579,0,0.0,0,0.0,0.0,0.0,12320.824835,-12320.824835,7,4,3,10,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.30453,0.0,4045.8525579,0.0,0.0,0.0,1.0,4.0,0.0,LOW,0
564,564,18,17,1,0.055556,78099.642635,6,30841.028484,6,10973.728222,0.355816,12858.876136,17620.855252,-4761.979116,0,5,3,16,1,2.810442,1.370326,0.166667,0.394893,1.125,0.394893,0.355816,0.375,0.375,0.22562,-0.370326,4338.8690352778,5140.171414,1828.9547036667,1.0,5.0,0.0,0.0,MEDIUM,1
565,565,16,16,0,0.0,67164.600802,0,0.0,0,0.0,0.0,14102.882983,8544.852859,5558.030124,11,5,2,16,0,0.0,0.605894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.127223,0.394106,4197.787550125,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
566,566,16,15,1,0.0625,99251.000316,5,31376.208564,1,3871.668525,0.123395,0.0,5167.587716,-5167.587716,7,4,3,15,2,8.104053,0.0,0.4,0.31613,1.066667,0.31613,0.123395,0.333333,0.066667,0.052066,0.0,6203.18751975,6275.2417128,3871.668525,2.0,4.0,0.0,0.14285714285714285,HIGH,2
567,567,13,13,0,0.0,39453.45638,2,15028.130965,9,14324.220001,0.95316,0.0,7894.984112,-7894.984112,1,5,3,12,0,1.049141,0.0,0.0,0.380908,1.083333,0.380908,0.95316,0.166667,0.75,0.200109,0.0,3034.88126,7514.0654825,1591.5800001111,0.0,0.0,5.0,0.0,LOW,0
568,568,11,11,0,0.0,29534.15802,2,10456.878995,8,10382.712708,0.992907,8694.566317,0.0,8694.566317,0,4,2,11,0,1.007143,0.0,0.0,0.354061,1.0,0.354061,0.992907,0.181818,0.727273,0.0,1.0,2684.9234563636,5228.4394975,1297.8390885,0.0,0.0,4.0,0.0,LOW,0
569,569,15,15,0,0.0,61628.372422,2,6238.645935,6,6231.671436,0.998882,0.0,29077.157452,-29077.157452,3,4,4,14,0,1.001119,0.0,0.0,0.10123,1.071429,0.10123,0.998882,0.142857,0.428571,0.471814,0.0,4108.5581614667,3119.3229675,1038.611906,0.0,0.0,0.0,0.0,LOW,0
570,570,11,11,0,0.0,42311.747755,1,263.280737,1,43.306544,0.164488,4775.722862,0.0,4775.722862,7,4,2,11,1,6.079468,0.0,1.0,0.006222,1.0,0.006222,0.164488,0.090909,0.090909,0.0,1.0,3846.5225231818,263.280737,43.306544,0.0,0.0,0.0,0.25,HIGH,2
571,571,12,12,0,0.0,36422.224215,1,3514.969414,6,3462.769438,0.985149,0.0,14607.042091,-14607.042091,3,4,3,12,0,1.015075,0.0,0.0,0.096506,1.0,0.096506,0.985149,0.083333,0.5,0.401048,0.0,3035.18535125,3514.969414,577.1282396667,0.0,0.0,4.0,0.2,HIGH,2
572,572,16,16,0,0.0,62017.578641,1,9480.634307,9,9480.628644,0.999999,8582.699279,0.0,8582.699279,5,5,3,14,0,1.000001,0.0,0.0,0.15287,1.142857,0.15287,0.999999,0.071429,0.642857,0.0,1.0,3876.0986650625,9480.634307,1053.4031826667,0.0,0.0,4.0,0.0,LOW,0
573,573,14,13,1,0.071429,74216.139984,1,6649.137039,1,3478.312595,0.523122,25333.757012,0.0,25333.757012,8,5,2,13,0,1.911598,0.0,0.0,0.089592,1.076923,0.089592,0.523122,0.076923,0.076923,0.0,1.0,5301.152856,6649.137039,3478.312595,0.0,1.0,9.0,0.0,LOW,0
574,574,15,14,1,0.066667,97797.515924,8,54150.595769,1,4686.329103,0.086543,3377.381812,4211.57216,-834.190348,1,5,4,15,3,11.555013,1.246993,0.375,0.553701,1.0,0.553701,0.086543,0.533333,0.066667,0.043064,-0.246993,6519.8343949333,6768.824471125,4686.329103,1.0,3.0,0.0,0.2857142857142857,HIGH,2
575,575,17,17,0,0.0,54526.195195,2,6597.337711,5,5773.158711,0.875074,0.0,27588.704606,-27588.704606,5,5,4,16,1,1.14276,0.0,0.5,0.120994,1.0625,0.120994,0.875074,0.125,0.3125,0.505972,0.0,3207.4232467647,3298.6688555,1154.6317422,0.0,1.0,2.0,0.0,LOW,0
576,576,20,20,0,0.0,33589.311718,2,12972.299891,16,9854.317146,0.759643,0.0,10762.694681,-10762.694681,0,5,3,19,0,1.316408,0.0,0.0,0.386203,1.052632,0.386203,0.759643,0.105263,0.842105,0.32042,0.0,1679.4655859,6486.1499455,615.894821625,1.0,1.0,5.0,0.0,MEDIUM,1
577,577,14,14,0,0.0,57079.901627,0,0.0,0,0.0,0.0,24653.11346,10942.560276,13710.553184,5,5,3,14,0,0.0,0.443861,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.191706,0.556139,4077.1358305,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
578,578,9,9,0,0.0,16655.203963,1,833.867228,5,791.679335,0.949407,0.0,60.833139,-60.833139,2,5,2,9,0,1.053289,0.0,0.0,0.050066,1.0,0.050066,0.949407,0.111111,0.555556,0.003653,0.0,1850.5782181111,833.867228,158.335867,0.0,0.0,4.0,0.0,LOW,0
